name,latitude,longitude,description,city,country,address
Austrian Parliament Building,48.20805,16.3587,Wikidata: Q702121,Innere Stadt,Austria,
Austrian Postal Savings Bank,48.21,16.3803,Wikidata: Q877570,Innere Stadt,Austria,
Auteuil Cemetery,48.8411,2.25944,Wikidata: Q2972508,Paris,France,
Auto Posto Clube dos 500,-22.78805988,-45.156405482,Wikidata: Q122751246,Guaratinguetá,Brazil,
Avalon Cemetery,-26.29638889,27.86222222,Wikidata: Q4827565,Soweto,South Africa,
Avelin cemetery,50.539687,3.078194,Wikidata: Q1879063,Avelin,France,
Aviva Stadium,53.334956,-6.228253,Wikidata: Q244402,,,
Awaji Yumebutai,34.56148,135.00878,Wikidata: Q2960179,Kobe,Japan,
Ayer–Shea House,45.528889,-122.688611,Wikidata: Q4831199,Portland,United States,
Azabudai Hills Mori JP Tower,35.660992329,139.740386009,Wikidata: Q109703244,Tokyo,Japan,
Azerbaijan State Academic Opera and Ballet Theater,40.374701,49.845397,Wikidata: Q48623,Baku,Azerbaijan,
B'nai Israel Synagogue and Montefiore Cemetery,47.91616667,-97.03286111,Wikidata: Q4833617,Grand Forks,United States,
Bab al-Saghir Cemetery,33.504307,36.303648,Wikidata: Q96372940,Damascus,Syria,
Babaoshan Revolutionary Cemetery,39.907736111,116.235963888,Wikidata: Q838166,Laoshan Subdistrict,China,
Back Creek Presbyterian Church and Cemetery,35.650833,-80.706667,Wikidata: Q4839084,North Carolina,United States,
Bäckerbichl,47.966311111,11.203019444,Wikidata: Q28732829,Andechs,Germany,
Bad Honnef-Rhöndorf Forest Cemetery,50.6627,7.21845,Wikidata: Q2541510,Bad Honnef,Germany,
Baensch House,52.503298,13.185536,Wikidata: Q61767983,Spandau,Germany,
Bagsværd Church,55.7618,12.4445,Wikidata: Q800141,Gladsaxe Municipality,Denmark,
Baikove Cemetery,50.416666666,30.505833333,Wikidata: Q2630252,Holosiiv Raion,Ukraine,
Bailly Cemetery,41.632777777,-87.090833333,Wikidata: Q4848474,Indiana,United States,
Bains-douches Castagnary,48.833958336,2.309211276,Wikidata: Q108783845,Paris,France,
Baitul Mukarram National Mosque,23.72944444,90.41222222,Wikidata: Q804009,Dhaka,Bangladesh,
Bajus Churchyard,50.421633,2.483001,Wikidata: Q4280809,Bajus,France,
Bakersfield National Cemetery,35.2554,-118.668,Wikidata: Q4849305,Kern County,United States,
Balham tube station,51.443418,-0.153179,Wikidata: Q579345,London Borough of Wandsworth,United Kingdom,
Balmoral Castle,57.0407,-3.23016,Wikidata: Q42049,Aberdeenshire,United Kingdom,
Banchory Ternan East Church,57.0529,-2.48484,Wikidata: Q4854062,Banchory,United Kingdom,
Bancourt British Cemetery,50.102288,2.897486,Wikidata: Q2104852,Bancourt,France,
Bank Al Maghrib Building,34.019394,-6.836353,Wikidata: Q92067896,Rabat,Morocco,
Bank Melli Iran (University of Tehran Branch),35.700694444,51.399638888,Wikidata: Q6813091,District 11,Iran,
Bank of America Plaza,34.0536,-118.253,Wikidata: Q806671,California,United States,
Bank of America Tower,40.755278,-73.984167,Wikidata: Q328505,New York City,United States,
Bank of Shanghai Headquarters,31.24151944,121.49965556,Wikidata: Q782435,Shanghai,China,
Bank of Spain headquarters,40.418267,-3.694872,Wikidata: Q4889526,Cortes,Spain,
Bankinter building,40.43085,-3.690008333,Wikidata: Q29016759,Madrid,Spain,
Banski Dvor,44.7732,17.1924,Wikidata: Q2883493,Banja Luka,Serbia,
Baptistry San Giovanni,43.72327,10.3942,Wikidata: Q1278477,Pisa,Italy,
Baranovskoe Central Cemetery,43.644335,39.72749,Wikidata: Q4504185,Khostinsky City District,Russia,
Barbadoes Street Cemetery,-43.524265,172.6455,Wikidata: Q4858585,Christchurch City,New Zealand,
Barbican Centre,51.5202,-0.095,Wikidata: Q653858,London,United Kingdom,
Barbican Estate,51.519166666,-0.093888888,Wikidata: Q2319878,London,United Kingdom,
Barcelona-Sagrera,41.421667,2.193611,Wikidata: Q618596,La Sagrera,Spain,
Barclay-Vesey Building,40.713753,-74.012917,Wikidata: Q1983213,New York,United States,
Bardwell–Ferrant House,44.956111,-93.266389,Wikidata: Q808047,Minneapolis,United States,
Bargello National Museum,43.770398,11.258008,Wikidata: Q388448,,,
Bark Street School,41.749444,-71.163889,Wikidata: Q4860871,Swansea,United States,
Barnes Cemetery,51.471012,-0.234479,Wikidata: Q4861515,London Borough of Richmond upon Thames,United Kingdom,
Barnweill Church,55.536721,-4.5289427,Wikidata: Q4862019,South Ayrshire,United Kingdom,
Barolo Palace,-34.609555555,-58.385861111,Wikidata: Q571763,Buenos Aires,Argentina,
"Baron de Hirsch Cemetery, Halifax",44.659777777,-63.620111111,Wikidata: Q4862942,Nova Scotia,Canada,
"Baron de Hirsch Cemetery, Montreal",45.50185,-73.654711111,Wikidata: Q4862943,Montreal,Canada,
Basilica and Expiatory Church of the Holy Family,41.40369,2.17433,Wikidata: Q48435,Sagrada Família,Spain,
Basílica Catedral Nuestra Señora de la Altagracia,18.61611111,-68.71694444,Wikidata: Q4868422,Higüey,Dominican Republic,
Basilica di Santa Maria Maggiore,41.8975,12.498611111,Wikidata: Q186282,Rome,Italy,
Basilica in Eger,47.8994,20.37326,Wikidata: Q735805,Eger,Hungary,
Basilica of Candelaria,28.35128,-16.369782,Wikidata: Q34485,Candelaria,Spain,
Basilica of Jesus de Medinaceli,40.4142772,-3.6958389,Wikidata: Q4867355,Madrid,Spain,
Basilica of Our Lady of Peace of Yamoussoukro,6.811111111,-5.296944444,Wikidata: Q815584,,,
Basilica of Saint Paul outside the Walls,41.858611111,12.477222222,Wikidata: Q231699,,,
Basilica of Saint-Denis,48.935555555,2.359722222,Wikidata: Q184407,Saint-Denis,France,
Basilica of Sainte-Anne-de-Beaupré,47.023851,-70.928975,Wikidata: Q810148,Sainte-Anne-de-Beaupré,Canada,
Basilica of San Francesco d'Assisi,43.07484,12.60581,Wikidata: Q207486,Assisi,Italy,
Basilica of Sant'Eustorgio,45.453926,9.181407,Wikidata: Q672082,Milan,Italy,
Basilica of Santa Croce,43.76845,11.26274,Wikidata: Q51177,Florence,Italy,
Basilica of Santa Maria Novella,43.7743,11.249367,Wikidata: Q51175,Florence,Italy,
Basilica of St. John the Baptist,43.365,-5.85083333,Wikidata: Q5197007,Oviedo City,Spain,
Basilica of St. Pius X,43.097222,-0.053611,Wikidata: Q810101,Lourdes,France,
Basilica of St. Vincent de Paul,40.436836111,-3.694902777,Wikidata: Q16746780,Madrid,Spain,
"Basilica of St. Vitus, Mönchengladbach",51.192361111,6.431666666,Wikidata: Q896842,Mönchengladbach,Germany,
Basilica of Superga,45.08062,7.767366,Wikidata: Q1145261,Turin,Italy,
Basilica Palladiana,45.546944444,11.546388888,Wikidata: Q284719,Vicenza,Italy,
Basilika of St. Ludmila,50.075277777,14.437222222,Wikidata: Q632057,Prague 2,Czech Republic,
Batalha Monastery,39.659166666,-8.826111111,Wikidata: Q174779,Batalha,Portugal,
Batavia Cemetery,42.9933,-78.1714,Wikidata: Q4868665,Batavia,United States,
Bath Abbey Cemetery,51.3701,-2.3481,Wikidata: Q4868883,Bath and North East Somerset,United Kingdom,
Bath National Cemetery,42.348727777,-77.351130555,Wikidata: Q4868933,Bath,United States,
Batignolles Cemetery,48.897777777,2.316666666,Wikidata: Q2655037,Paris,France,
Battlefield in Tovačov,49.4437,17.2704,Wikidata: Q12038476,Tovačov I-Město,Czech Republic,
Baublių pilkapynas,55.832744,21.395731,Wikidata: Q12650538,Kretinga Municipality,Lithuania,
Baumgartner Friedhof,48.203055555,16.281944444,Wikidata: Q811564,Penzing,Austria,
Bavelincourt Communal Cemetery,49.986962,2.460008,Wikidata: Q2229644,Bavelincourt,France,
Bavinchove churchyard,50.786825,2.452886,Wikidata: Q2003271,Bavinchove,France,
Bayenghem-lès-Seninghem churchyard,50.70021,2.075005,Wikidata: Q2034903,Bayenghem-lès-Seninghem,France,
"Bayside Acacia Cemetery, Queens",40.6775,-73.855,Wikidata: Q4874823,New York,United States,
Bayview – New York Bay Cemetery,40.6954,-74.0874,Wikidata: Q4875024,Jersey City,United States,
Bazinghen Churchyard,50.825222,1.66142,Wikidata: Q1989707,Bazinghen,France,
Beck's Reformed Church Cemetery,35.758056,-80.225833,Wikidata: Q4878583,Davidson County,United States,
Beckenham Crematorium and Cemetery,51.4017,-0.0569444,Wikidata: Q4878646,London Borough of Bromley,United Kingdom,
Beech Grove Cemetery,40.188889,-85.405556,Wikidata: Q4879583,Muncie,United States,
Beechwood Cemetery,45.4469,-75.6599,Wikidata: Q4087599,Ottawa,Canada,
Beechwood Cemetery,35.959,-78.913,Wikidata: Q4879684,Durham,United States,
Beekman Meeting House and Friends' Cemetery,41.633611,-73.766389,Wikidata: Q4879826,New York,United States,
Begraafplaats Buitenveldert,52.34027778,4.86138889,Wikidata: Q1909508,Amsterdam,Netherlands,
Begraafplaats Daelwijck,52.12882,5.09651,Wikidata: Q2292813,Utrecht,Netherlands,
Begraafplaats Groenesteeg,52.15745,4.50299,Wikidata: Q2031209,Leiden,Netherlands,
Begraafplaats Oostergaarde,52.349392,5.638411,Wikidata: Q2259861,Harderwijk,Netherlands,
Begraafplaats Rijnhof,52.09939,4.89977,Wikidata: Q2695989,Woerden,Netherlands,
Begraafplaats Sint Barbara,52.093333,5.143333,Wikidata: Q2782701,Utrecht,Netherlands,
Begraafplaats Sint Barbara Amsterdam,52.39055556,4.86361111,Wikidata: Q2313026,Amsterdam,Netherlands,
Begraafplaats Stuiverstraat,51.20889,2.91417,Wikidata: Q2054978,Ostend,Belgium,
Behesht-e Zahra,35.536269444,51.370183333,Wikidata: Q814479,Tehran,Iran,
Beijing Daxing International Airport,39.511944,116.410556,Wikidata: Q1139574,Jiuzhou,China,
Beijing National Stadium,39.991544,116.390478,Wikidata: Q133525,Aoyuncun Subdistrict,China,
Beijing Television Cultural Center,39.91555556,116.45777778,Wikidata: Q1820001,Chaoyang District,China,
Belfast City Cemetery,54.589722222,-5.979166666,Wikidata: Q4882254,Belfast,United Kingdom,
Belgian Military Cemetery Keiem,51.08639,2.88528,Wikidata: Q1982052,Diksmuide,Belgium,
Belgrade New Cemetery,44.80944444,20.48722222,Wikidata: Q569556,Belgrade,Serbia,
Bell's Hill Burial Ground,51.649,-0.215,Wikidata: Q4883064,London Borough of Barnet,United Kingdom,
Bellefontaine Cemetery,38.6974,-90.2336,Wikidata: Q2972444,St. Louis,United States,
Belleville Cemetery,44.1409,-77.4189,Wikidata: Q4883852,Belleville,Canada,
Bellevue Cemetery,42.710556,-71.186111,Wikidata: Q4883920,Lawrence,United States,
Bellevue Palace,52.5175,13.353333333,Wikidata: Q317091,Bezirk Mitte,Germany,
Bellu Cemetery,44.403888888,26.1,Wikidata: Q592204,Bucharest,Romania,
Belvedere,48.1934,16.380519444,Wikidata: Q211818,Landstraße,Austria,
Belvedere on the Pfingstberg,52.4187,13.059,Wikidata: Q454078,Nördliche Vorstädte,Germany,
Belview,50.840879859,4.379193016,Wikidata: Q113841280,City of Brussels,Belgium,
Belweder,52.213055555,21.027777777,Wikidata: Q645474,Śródmieście,Poland,
Ben Rose House,42.173611111,-87.785277777,Wikidata: Q22771022,Illinois,United States,
Beneckeallee 32,52.41998,9.70781,Wikidata: Q101576170,Nord,Germany,
Benesse House,34.445,133.990889,Wikidata: Q11337013,Naoshima,Japan,
Beni Hasan,27.931388888,30.875280555,Wikidata: Q817286,Minya Governorate,Egypt,
Beni Israel Cemetery,38.927792,-95.112114,Wikidata: Q4887899,Eudora Township,United States,
Benjamin Church House,41.685833,-71.278611,Wikidata: Q4888396,Bristol,United States,
Benjamin Walworth Arnold House and Carriage House,42.658333,-73.768333,Wikidata: Q4889362,New York,United States,
Bennington Street Burying Ground,42.381111,-71.020833,Wikidata: Q4889885,Boston,United States,
Benrath Palace,51.161029833,6.870569833,Wikidata: Q455965,Benrath,Germany,
Berango,43.366944,-2.999444,Wikidata: Q965833,Berango,Spain,
Berg cemetery,48.505,9.0707,Wikidata: Q819655,Tübingen,Germany,
Bergen Crest Mausoleum,40.778,-74.029,Wikidata: Q4891512,New Jersey,United States,
Bergfriedhof,49.3972,8.69028,Wikidata: Q819654,Heidelberg,Germany,
Berkovets cemetery,50.494444444,30.395,Wikidata: Q3406849,Podil Raion,Ukraine,
Berlin Brandenburg Airport,52.362247222,13.500672222,Wikidata: Q160556,,,
Berlin Humboldthain station,52.5451,13.3796,Wikidata: Q481276,Bezirk Mitte,Germany,
Berlin Mosque,52.4875,13.311667,Wikidata: Q238528,Charlottenburg-Wilmersdorf,Germany,
Berlin Nordbahnhof,52.532457,13.387676,Wikidata: Q673721,Bezirk Mitte,Germany,
Berlin Palace,52.5175,13.402777777,Wikidata: Q170119,Bezirk Mitte,Germany,
Berlin-Tegel Airport,52.559722,13.287778,Wikidata: Q9688,,,
Berlin-Tegel Russian Orthodox Cemetery,52.577666666,13.300666666,Wikidata: Q320354,Reinickendorf,Germany,
Berlin-Tempelhof Airport,52.473611111,13.401666666,Wikidata: Q9686,,,
Bernardin-Johnson House,37.96888889,-87.52333333,Wikidata: Q27957871,Evansville,United States,
Bernardine Cemetery,54.68,25.307,Wikidata: Q2362479,Vilnius,Lithuania,
Bernardsville,40.7169,-74.5711,Wikidata: Q4893995,Bernardsville,United States,
Bertenacre Military Cemetery,50.777867,2.630525,Wikidata: Q3492254,Flêtre,France,
Bertram Hall at Radcliffe College,42.380556,-71.125278,Wikidata: Q4895779,Cambridge,United States,
Bertry Communal Cemetery,50.086572,3.447294,Wikidata: Q5176742,Bertry,France,
Berwald Hall,59.33333333,18.10055556,Wikidata: Q829222,Stockholm,Sweden,
Besançon Cathedral,47.233611,6.030556,Wikidata: Q1586486,Besançon,France,
Bethencourt Communal Cemetery,50.1394,3.4344,Wikidata: Q2232864,Béthencourt,France,
Beuvry Communal Cemetery,50.52305556,2.67805556,Wikidata: Q2900356,Beuvry,France,
Beverly National Cemetery,40.0544,-74.9206,Wikidata: Q4899599,Edgewater Park Township,United States,
Beyeler Foundation,47.588055555,7.651111111,Wikidata: Q673833,Riehen,Switzerland,
Biblioteca Joaquín Leguina building,40.400006944,-3.69021,Wikidata: Q29917723,Madrid,Spain,
Biblioteca Municipal de Viana do Castelo,41.691459,-8.826788,Wikidata: Q17318051,Viana do Castelo,Portugal,
Bidezabal,43.356944444,-3.011666666,Wikidata: Q3497389,Getxo,Spain,
Bielsko Synagogue,49.82472222,19.04444444,Wikidata: Q1163483,Bielsko-Biała,Poland,
Bihucourt Communal Cemetery,50.12373,2.801201,Wikidata: Q2108561,Bihucourt,France,
Bilbao British Cemetery,43.2994,-2.91639,Wikidata: Q4907602,Bilbao,Spain,
Billy-Berclau Communal Cemetery,50.5194,2.8694,Wikidata: Q2545185,Billy-Berclau,France,
Bình An Cemetery,10.889282,106.810327,Wikidata: Q5005097,Dĩ An,Vietnam,
Binnenstad Cemetery,51.556083,5.076778,Wikidata: Q2228095,Tilburg,Netherlands,
Binoculars Building,33.9953,-118.477,Wikidata: Q194004,Venice,United States,
Bintepe,38.576944444,27.993333333,Wikidata: Q6055664,Manisa Province,Turkey,
Birmingham Central Library,52.480297222,-1.904769444,Wikidata: Q3640335,Birmingham,United Kingdom,
Biscay Foral Delegation Palace,43.26194444,-2.93194444,Wikidata: Q3750779,Bilbao,Spain,
Bishops Palace in Ciążeń,52.2083,17.8062,Wikidata: Q11814897,Ciążeń,Poland,
Bishopwearmouth Cemetery,54.898719444,-1.420880555,Wikidata: Q4918125,Sunderland,United Kingdom,
Björn Järnsidas hög,59.3661,17.6283,Wikidata: Q10430679,Ekerö Municipality,Sweden,
Black Diamond Cemetery,47.3108,-122.015,Wikidata: Q4920653,King County,United States,
Blackley Cemetery,53.5305,-2.238,Wikidata: Q4923088,Manchester,United Kingdom,
Blackwood-Harwood Plantations Cemetery,30.486944,-84.350278,Wikidata: Q4923624,Leon County,United States,
Blanche Kelso Bruce Elementary School,38.929722222,-77.025555555,Wikidata: Q85845531,"Washington, D.C.",United States,
Blandford Cemetery,37.2258,-77.3806,Wikidata: Q4925011,Petersburg,United States,
Block Realty-Baker House,34.770833,-92.324444,Wikidata: Q4927172,Little Rock,United States,
Blue Chapel,40.7613,-74.0379,Wikidata: Q4928956,Union City,United States,
Blue Pavilion,44.39583333,8.93972222,Wikidata: Q16585735,Genoa,Italy,
BMW Central Building,51.4081,12.4435,Wikidata: Q4836031,Leipzig,Germany,
BMW Welt,48.17694,11.55667,Wikidata: Q699614,Milbertshofen-Am Hart,Germany,
Bode Museum,52.521944444,13.394722222,Wikidata: Q157825,Bezirk Mitte,Germany,
Bodenstown,53.266666666,-6.666666666,Wikidata: Q4089963,Bodenstown,Ireland,
Boëseghem churchyard,50.66151,2.43826,Wikidata: Q3917309,Boëseghem,France,
Boffles churchyard,50.254194,2.202634,Wikidata: Q2310594,Boffles,France,
Bogenhausener Friedhof,48.147847222,11.601513888,Wikidata: Q890502,Bogenhausen,Germany,
Bogorodskoje-kyrkogården,55.766072222,38.3101,Wikidata: Q4089744,Moscow Oblast,Russia,
Bogoslovskoe cemetery,59.990555555,30.394722222,Wikidata: Q1332307,Kalininsky District,Russia,
Bohemian National Cemetery,41.977757,-87.728115,Wikidata: Q890781,Chicago,United States,
Bohemian National Cemetery,39.3078,-76.5536,Wikidata: Q4938109,Baltimore,United States,
Böhmischer Gottesacker,52.473416666,13.4423,Wikidata: Q1019769,Neukölln,Germany,
Bois-de-Vaux Cemetery,46.51823,6.60245,Wikidata: Q2972597,Canton of Vaud,Switzerland,
Bøler samfunnshus,59.883502777,10.842963888,Wikidata: Q63965175,Oslo Municipality,Norway,
Bolsheohtinskoe cemetery,59.95,30.439444444,Wikidata: Q4092015,Saint Petersburg,Russia,
Bolton Street Memorial Park,-41.2793,174.774,Wikidata: Q4940230,Wellington City,New Zealand,
Bolwoningen,51.72944,5.30639,Wikidata: Q13441584,'s-Hertogenbosch,Netherlands,
Bonaventure Cemetery,32.047288,-81.043687,Wikidata: Q4941210,Thunderbolt,United States,
Bonifacio cemetery,41.3869,9.15028,Wikidata: Q2972506,Bonifacio,France,
Bonjour Tristesse,52.4999,13.4435,Wikidata: Q822311,Friedrichshain-Kreuzberg,Germany,
Bonn Minster,50.733408,7.099789,Wikidata: Q686664,Stadtbezirk Bonn,Germany,
Bonn North Cemetery,50.7541,7.06781,Wikidata: Q1997953,Stadtbezirk Bonn,Germany,
Bordentown School,40.1414,-74.7236,Wikidata: Q4944514,Burlington County,United States,
Borgel cemetery,36.823887,10.19081,Wikidata: Q2972598,Tunis,Tunisia,
Bornova Anglican Cemetery,38.45954,27.21065,Wikidata: Q4946148,Bornova district,Turkey,
Borobudur,-7.60793,110.20384,Wikidata: Q42798,,,
Boroondara General Cemetery,-37.8034,145.044,Wikidata: Q4946285,Victoria,Australia,
Borre Churchyard,50.730833,2.584576,Wikidata: Q2681817,Borre,France,
Bortnychanske cemetery,50.368055555,30.698055555,Wikidata: Q4094776,Darnytskyi District,Ukraine,
Borum Eshøj,56.200876955,9.991828632,Wikidata: Q2695465,Aarhus Municipality,Denmark,
Boscawen Public Library,43.3192,-71.6253,Wikidata: Q16844909,Boscawen,United States,
"Boston Public Library, McKim Building",42.3492,-71.078744,Wikidata: Q4948040,Boston,United States,
Bothell Pioneer Cemetery,47.7589,-122.194,Wikidata: Q4948628,King County,United States,
Botin Centre,43.46055,-3.803877777,Wikidata: Q5402606,Santander,Spain,
Botkin Street Cemetery,41.306944444,69.315,Wikidata: Q2972445,Tashkent,Uzbekistan,
Bourecq Churchyard,50.571208,2.434161,Wikidata: Q2212430,Bourecq,France,
Bourse départementale du travail,48.9065734,2.4218441,Wikidata: Q17309923,Bobigny,France,
Bourse Palace,50.848111111,4.350305555,Wikidata: Q28485845,City of Brussels,Belgium,
Box Hill Cemetery,-37.8225,145.136,Wikidata: Q4951528,Victoria,Australia,
Brainerd Mission,35.0101,-85.213,Wikidata: Q4955883,Chattanooga,United States,
Brandwood End Cemetery,52.4172,-1.89778,Wikidata: Q4957218,Birmingham,United Kingdom,
Brasilia Digital TV Tower,-15.699269,-47.829569,Wikidata: Q627859,Lago Norte,Brazil,
"Bratske cemetery, Kyiv",50.409166666,30.395277777,Wikidata: Q4409882,Kyiv,Ukraine,
Bratskoe kladbishche,54.76733333,32.05485,Wikidata: Q4095988,Smolensk,Russia,
Brattle Hall,42.373528,-71.121528,Wikidata: Q4958106,Cambridge,United States,
Braunes Haus,48.1453,11.5675,Wikidata: Q819575,Maxvorstadt,Germany,
Brazilian Military Cemetery of Pistoia,43.945033333,10.943205555,Wikidata: Q1248729,Pistoia,Italy,
Breda Tower,45.48036,9.19947,Wikidata: Q3995141,Milan,Italy,
Breitenleer Friedhof,48.2517,16.493,Wikidata: Q906385,Vienna,Austria,
Bremen Cathedral,53.07548,8.80906,Wikidata: Q695038,Mitte,Germany,
Bremgarten cemetery,46.949444444,7.420277777,Wikidata: Q908034,Bern,Switzerland,
Bridge No. 3355-Kathio Township,46.21536,-93.792847,Wikidata: Q24061679,Kathio Township,United States,
Bridge Road Cemetery,41.825833,-69.981389,Wikidata: Q4966286,Eastham,United States,
Brigham Cemetery,42.341667,-71.56,Wikidata: Q4967293,Marlborough,United States,
Bright Angel Lodge,36.057056,-112.140958,Wikidata: Q4967380,Grand Canyon Village,United States,
